,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff,western_province,inscr_N,occups_list,occups_N,occups_unique_N,inscr_N_post235,occups_N_post235,ratio_post235,city_province,occups_cats_list,occups_cats_unique_N,occups_cats_vec,shares_vec,ZI,largest_cat,ZI_cat,shares_weighted_vec,RZI,RZI_cat,DI
1200,Hanson2016_1201,Thamusida,Sidi Ali ben Ahmed,Mauretania Tingitana,Morocco,4 or 5,28 B5,-33,274.0,Brunt 1971; Cornell and Mathews 1982; MacMullen 2000; PECS; Salmon 1969.,16.0,Walls,"['Colonia', 'Rights and privileges']","['Baths', 'Fort', 'Fort', 'Sanctuary', 'Temple', 'Temple', 'Temple', 'Walls']",8,POINT (-6.490479 34.334964),1201,,,,,1700.0,,True,98.0,"['sagittarius', 'sagittarius', 'sagittarius']",3.0,1.0,1.0,0.0,0.01020408163265306,Thamusida (Mauretania Tingitana),"['Metal-Working', 'Metal-Working', 'Metal-Working']",1,[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,3,Metal-Working,"[ 0.          0.         10.45979899  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",10.459798994974873,Metal-Working,1.0
1202,Hanson2016_1203,Volubilis,Oualili,Mauretania Tingitana,Morocco,3,28 C5,-100,,BNP; DGRG; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Wilson 2011; Woloch 1983.,43.0,Walls,"['Colonia', 'Municipium', 'Provincial capital', 'Rights and privileges', 'Rights and privileges']","['Acropolis', 'Aqueduct', 'Aqueduct', 'Arch', 'Basilica', 'Baths', 'Baths', 'Baths', 'Capitolium', 'Forum', 'Forum', 'Fountain', 'Fountain', 'Macellum', 'Mithraeum', 'Temple', 'Temple of Isis', 'Temple of Saturn', 'Urban grid', 'Walls', 'Walls']",21,POINT (-5.554507 34.073396),1203,,,,,6368.0,,True,665.0,"['conditor', 'vexillarius', 'vexillarius', 'negotians', 'sutor', 'sutor', 'sagittarius', 'sagittarius', 'sagittarius', 'vestiarius']",10.0,6.0,18.0,0.0,0.02706766917293233,Volubilis (Mauretania Tingitana),"['Food-Production', 'Miscellaneous Services', 'Miscellaneous Services', 'Retail', 'Clothing', 'Clothing', 'Metal-Working', 'Metal-Working', 'Metal-Working', 'Retail']",5,[1 2 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2],"[0.1 0.2 0.3 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.
 0.2]",0.3,3,Metal-Working,"[1.78286938 2.46696296 3.1379397  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 3.28441815 0.         0.         0.         0.         0.
 1.50424571]",3.2844181459566077,Clothing,4.545454545454545
1229,Hanson2016_1230,Cetium,S. Pölten,Noricum,Austria,4 or 5,12 I4,100,,BNP; Boatwright 2000; DGRG; PECS; Wilkes 2003b.,,,['Municipium'],,0,POINT (15.622696 48.20473),1230,,,,,1000.0,,True,48.0,['faber'],1.0,1.0,3.0,0.0,0.0625,Cetium (Noricum),['Unclassified'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1,Unclassified,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         12.01443001  0.          0.
  0.        ]",12.014430014430015,Unclassified,1.0
1232,Hanson2016_1233,Lauriacum,Lorch,Noricum,Austria,3,12 H4,191,,BNP; DGRG; PECS; Wilkes 2003b.,,,['Municipium'],"['Basilica', 'Baths', 'Baths', 'Fort', 'Fort', 'Forum', 'Forum (Venale)', 'Sanctuary']",8,POINT (14.478806 48.212636),1233,,,,,1000.0,,True,279.0,"['cornicen', 'calcariensis']",2.0,2.0,9.0,0.0,0.03225806451612903,Lauriacum (Noricum),"['Performing Arts', 'Building']",2,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0],"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.5
 0. ]",0.5,1,Performing Arts,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         11.04244032  0.          0.          6.68218299
  0.        ]",11.042440318302388,Performing Arts,2.0
1233,Hanson2016_1234,Ovilava,Wels,Noricum,Austria,3,12 H4,-15,,Boatwright 2000; McEvedy 2011; PECS; Salmon 1969; Wilkes 2003b; Wilson 2011.,83.0,Walls,"['Colonia', 'Municipium']","['Amphitheatre', 'Aqueduct', 'Forum', 'Walls']",4,POINT (14.024618 48.156645),1234,,,,,15332.0,,True,134.0,['sagittarius'],1.0,1.0,5.0,0.0,0.03731343283582089,Ovilava (Noricum),['Metal-Working'],1,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Metal-Working,"[ 0.          0.         10.45979899  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",10.459798994974873,Metal-Working,1.0
1234,Hanson2016_1235,Poetovio,Ptuj,Noricum,Slovenia,3,20 C3,-27,,BNP; DGRG; PECS; Salmon 1969; Wilkes 2003b; Wilson 2011.,,,"['Colonia', 'Municipium', 'Provincial capital']","['Aqueduct', 'Aqueduct', 'Bridge', 'Fort', 'Forum', 'Mithraeum', 'Mithraeum', 'Temple', 'Temple of Jupiter Ammon', 'Temple of the Augustales', 'Temple of Vulcan and Venus', 'Walls']",12,POINT (15.869928 46.419789),1235,,,,,1000.0,,True,618.0,"['faber', 'faber', 'codicarius', 'faber tignarius', 'arcarius', 'faber', 'nummularius', 'faber', 'faber', 'lanionus', 'faber', 'circitor']",12.0,7.0,15.0,1.0,0.024271844660194174,Poetovio (Noricum),"['Unclassified', 'Unclassified', 'Transport', 'Building', 'Finance', 'Unclassified', 'Finance', 'Unclassified', 'Unclassified', 'Food-Production', 'Unclassified', 'Managerial']",6,[1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 6 2 1 0],"[0.08333333 0.         0.         0.         0.         0.
 0.08333333 0.         0.         0.         0.         0.08333333
 0.         0.         0.         0.5        0.16666667 0.08333333
 0.        ]",0.5,6,Unclassified,"[1.48572448 0.         0.         0.         0.         0.
 2.24541532 0.         0.         0.         0.         0.39715703
 0.         0.         0.         6.00721501 8.30938124 1.11369716
 0.        ]",8.309381237524951,Finance,3.272727272727273
1237,Hanson2016_1238,Althiburos,Medeina,Numidia,Tunisia,3,33 C1,100,,BNP; Boatwright 2000; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Sear 2006; Wilson 2011.,,,"['Colonia', 'Municipium']","['Aqueduct', 'Arch of Hadrian', 'Capitolium', 'Forum', 'Fountain', 'Sanctuary of Baal Hammon', 'Temple', 'Temple', 'Theatre']",9,POINT (8.831793 35.943841),1238,,,,,1000.0,,True,23.0,['aedifex'],1.0,1.0,0.0,0.0,0.0,Althiburos (Numidia),['Building'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1,Building,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         13.36436597
  0.        ]",13.364365971107544,Building,1.0
1238,Hanson2016_1239,Ammaedara,Haidra,Numidia,Tunisia,3,33 B1,14,,BNP; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Wilson 2011.,69.0,Inhabited area,['Colonia'],"['Aqueduct', 'Arch', 'Arch', 'Baths (Winter)', 'Bridge', 'Fort', 'Forum', 'Market', 'Temple', ""Temple ('capitolium')"", 'Theatre']",11,POINT (8.455266 35.565382),1239,,,,,11979.0,,True,1334.0,"['cornicen', 'curator', 'lanifica', 'curator', 'gladiator', 'curator', 'redemptor', 'vexillarius']",8.0,6.0,31.0,2.0,0.023238380809595203,Ammaedara (Numidia),"['Performing Arts', 'Managerial', 'Clothing', 'Managerial', 'Performing Arts', 'Managerial', 'Food-Production', 'Miscellaneous Services']",5,[1 0 0 0 0 0 0 0 0 0 0 3 1 0 2 0 0 0 1],"[0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.375
 0.125 0.    0.25  0.    0.    0.    0.125]",0.375,3,Managerial,"[2.22858672 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.78720664
 2.05276134 0.         5.52122016 0.         0.         0.
 0.94015357]",5.521220159151194,Performing Arts,4.0
1240,Hanson2016_1241,Bulla Regia,Hammam Darradji,Numidia,Tunisia,4 or 5,32 C3,-50,,BNP; Boatwright 2000; Bomgardner 2000; DGRG; Golvin 1988; Lepelley 1979-1981; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011.,41.0,Walls,"['Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Arch', 'Basilica?', 'Baths (East of Theatre)', 'Baths (Large)', 'Baths (North-East)', 'Baths (North-West of Theatre)', 'Baths of Iulia Memmia', 'Baths of Venantii', 'Forum', 'Forum', 'Macellum', 'Nymphaeum', 'Tabularium', ""Temple ('capitolium')"", 'Temple (Twin)', 'Temple (Twin)', 'Temple of Apollo', 'Temple of Diana', 'Temple of Isis', 'Theatre', 'Urban grid']",23,POINT (8.756092 36.558576),1241,,,,,5976.0,,True,460.0,"['curator', 'aerarius', 'aerarius', 'curator', 'curator', 'albarius', 'albarius', 'structor']",8.0,4.0,3.0,0.0,0.006521739130434782,Bulla Regia (Numidia),"['Managerial', 'Metal-Working', 'Metal-Working', 'Managerial', 'Managerial', 'Building', 'Building', 'Building']",3,[0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 3 0],"[0.    0.    0.25  0.    0.    0.    0.    0.    0.    0.    0.    0.375
 0.    0.    0.    0.    0.    0.375 0.   ]",0.375,3,Managerial,"[0.         0.         2.61494975 0.         0.         0.
 0.         0.         0.         0.         0.         1.78720664
 0.         0.         0.         0.         0.         5.01163724
 0.        ]",5.011637239165329,Building,2.909090909090909
1241,Hanson2016_1242,Calama,Guelma,Numidia,Algeria,3,31 G4,100,,BNP; DGRG; Lepelley 1979-1981; PECS; Salmon 1969; Sear 2006; Wilson 2011.,22.0,Walls,"['Colonia', 'Municipium']","['Aqueduct', 'Baths', 'Forum', 'Fountain', 'Temple of Neptune', 'Theatre']",6,POINT (7.428361 36.4659),1242,,,,,2601.0,,True,403.0,"['curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator']",18.0,1.0,4.0,1.0,0.009925558312655087,Calama (Numidia),"['Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial']",1,[ 0  0  0  0  0  0  0  0  0  0  0 18  0  0  0  0  0  0  0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,18,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
1243,Hanson2016_1244,Cirta,Constantine,Numidia,Algeria,3,31 F4,-100,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Lepelley 1979-1981; MacMullen 2000; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,37.0,Topography,"['Colonia', 'Colonia', 'Colonia', 'Provincial capital', 'Rights and privileges', 'Rights and privileges']","['Aqueduct', 'Aqueduct', 'Aqueduct', 'Arch', 'Baths', 'Capitolium', 'Nymphaeum', 'Sanctuary of Saturn', 'Temple', 'Temple', 'Temple of Baal Hammon / Saturn', 'Theatre', 'Walls']",13,POINT (6.612554 36.367897),1244,,,,,5210.0,,True,1703.0,"['curator', 'conditor', 'curator', 'curator', 'curator', 'aerarius', 'scaenicus', 'tabernarius', 'dendrophorus', 'curator', 'dendrophorus', 'curator', 'scaenicus', 'scaenicus', 'scaenicus', 'curator', 'scaenicus', 'curator', 'curator', 'curator', 'curator', 'aerarius', 'curator', 'faber', 'scaenicus', 'scaenicus', 'scaenicus', 'scaenicus', 'scaenicus', 'scaenicus', 'scaenicus', 'negotiator', 'scaenicus', 'scaenicus', 'arenarius', 'sartor', 'scaenicus', 'scaenicus', 'conditor', 'scaenicus', 'vestiarius']",41.0,11.0,4.0,1.0,0.002348796241926013,Cirta (Numidia),"['Managerial', 'Food-Production', 'Managerial', 'Managerial', 'Managerial', 'Metal-Working', 'Performing Arts', 'Retail', 'Building', 'Managerial', 'Building', 'Managerial', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Managerial', 'Performing Arts', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Metal-Working', 'Managerial', 'Unclassified', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Retail', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Miscellaneous Services', 'Performing Arts', 'Performing Arts', 'Food-Production', 'Performing Arts', 'Retail']",8,[ 2  3  2  0  0  0  0  0  0  0  0 12  0  0 18  1  0  2  1],"[0.04878049 0.07317073 0.04878049 0.         0.         0.
 0.         0.         0.         0.         0.         0.29268293
 0.         0.         0.43902439 0.02439024 0.         0.04878049
 0.02439024]",0.43902439024390244,18,Performing Arts,"[0.86969238 0.90254743 0.5102341  0.         0.         0.
 0.         0.         0.         0.         0.         1.39489299
 0.         0.         9.69580126 0.29303488 0.         0.65192029
 0.1834446 ]",9.69580125509478,Performing Arts,3.4236252545824843
1245,Hanson2016_1246,Hippo Regius,Annaba,Numidia,Algeria,2,31 H3,-100,,BNP; Brunt 1971; DGRG; Lepelley 1979-1981; MacMullen 2000; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011.,60.0,Inhabited area,"['Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Aqueduct', 'Baths', 'Baths (North)', 'Baths (South)', 'Curia', 'Forum', 'Forum', 'Fountain', 'Macellum', 'Macellum', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Walls']",15,POINT (7.7571 36.9007),1246,117.0,117.0,117.0,9938.0,9938.0,1.0,True,274.0,"['curator', 'curator', 'faber', 'soliarius', 'structor', 'vestiarius', 'faber']",7.0,5.0,43.0,0.0,0.15693430656934307,Hippo Regius (Numidia),"['Managerial', 'Managerial', 'Unclassified', 'Clothing', 'Building', 'Retail', 'Unclassified']",5,[0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 2 0 1 0],"[0.         0.14285714 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.28571429
 0.14285714 0.         0.         0.28571429 0.         0.14285714
 0.        ]",0.2857142857142857,2,Managerial,"[0.         1.7621164  0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.36168125
 2.34601296 0.         0.         3.43269429 0.         1.90919514
 0.        ]",3.432694289837147,Unclassified,4.454545454545455
1246,Hanson2016_1247,Lambaesis,Tazzoult,Numidia,Algeria,2,34 E2,129,,Benario 1981; BNP; Bomgardner 2000; Golvin 1988; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Wilson 2011; Woloch 1983.,73.0,"Unspecified, 30 to 115 ha.","['Colonia', 'Municipium', 'Provincial capital']","['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Arch', 'Arch', 'Basilica', 'Baths', 'Baths', 'Baths (Chasseurs)', 'Capitolium', 'Fort', 'Fort', 'Fountain', 'Sanctuary', 'Septizodium', 'Temple', 'Temple (Semi-Circular)']",19,POINT (6.2667 35.46081),1247,,,,,12916.0,,True,2732.0,"['aerarius', 'possessor', 'curator', 'curator', 'mensor', 'pecuarius', 'frumentarius', 'anularius', 'capsarius', 'curator', 'curator', 'librator', 'curator', 'curator', 'curator', 'cerarius', 'curator', 'possessor', 'anularius', 'anularius', 'vexillarius', 'vexillarius', 'curator', 'armamentarius', 'curator', 'armamentarius', 'pecuarius', 'pequarius', 'cornicen', 'pollio', 'frumentarius', 'arcarius', 'curator', 'faber', 'curator', 'pecuarius', 'frumentarius', 'pecuarius', 'medicus', 'architectus', 'mensor', 'mensor', 'frumentarius', 'medicus', 'medicus', 'cornicen', 'librator', 'mensor', 'mensor', 'medicus', 'cerarius', 'mensor', 'arcarius', 'nummularius', 'polio', 'polio', 'pecuarius', 'cornicen', 'polio', 'polio', 'curator', 'medicus', 'curator', 'sagittarius', 'sagittarius', 'curator']",66.0,22.0,48.0,3.0,0.017569546120058566,Lambaesis (Numidia),"['Metal-Working', 'Managerial', 'Managerial', 'Managerial', 'Miscellaneous Services', 'Food-Production', 'Retail', 'Metal-Working', 'Miscellaneous Services', 'Managerial', 'Managerial', 'Miscellaneous Services', 'Managerial', 'Managerial', 'Managerial', 'Household Goods', 'Managerial', 'Managerial', 'Metal-Working', 'Metal-Working', 'Miscellaneous Services', 'Miscellaneous Services', 'Managerial', 'Miscellaneous Services', 'Managerial', 'Miscellaneous Services', 'Food-Production', 'Food-Production', 'Performing Arts', 'Miscellaneous Services', 'Retail', 'Finance', 'Managerial', 'Unclassified', 'Managerial', 'Food-Production', 'Retail', 'Food-Production', 'Miscellaneous Services', 'Building', 'Miscellaneous Services', 'Miscellaneous Services', 'Retail', 'Miscellaneous Services', 'Miscellaneous Services', 'Performing Arts', 'Miscellaneous Services', 'Miscellaneous Services', 'Miscellaneous Services', 'Miscellaneous Services', 'Household Goods', 'Miscellaneous Services', 'Finance', 'Finance', 'Miscellaneous Services', 'Miscellaneous Services', 'Food-Production', 'Performing Arts', 'Miscellaneous Services', 'Miscellaneous Services', 'Managerial', 'Miscellaneous Services', 'Managerial', 'Metal-Working', 'Metal-Working', 'Managerial']",10,[ 6  4  6  0  0  2  0  0  0  0  0 17  0  0  3  1  3  1 23],"[0.09090909 0.06060606 0.09090909 0.         0.         0.03030303
 0.         0.         0.         0.         0.         0.25757576
 0.         0.         0.04545455 0.01515152 0.04545455 0.01515152
 0.34848485]",0.3484848484848485,23,Miscellaneous Services,"[1.62079034 0.74756453 0.95089082 0.         0.         1.51079659
 0.         0.         0.         0.         0.         1.22757628
 0.         0.         1.00385821 0.18203682 2.26619488 0.20249039
 2.62103419]",2.621034190139881,Miscellaneous Services,4.683870967741935
1249,Hanson2016_1250,Madauros,Madaurouch,Numidia,Algeria,3,32 A4,-50,,BNP; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Wilson 2011.,20.0,Inhabited area,['Colonia'],"['Aqueduct', 'Arch', 'Arch', 'Arch', 'Arch', 'Basilica', 'Baths (Large)', 'Baths (Small)', 'Baths (Summer)', 'Capitolium', 'Forum', 'Sanctuary', 'Sanctuary', 'Sanctuary', 'Sanctuary', 'Sanctuary', 'Sanctuary', 'Sanctuary', 'Sanctuary', 'Sanctuary', 'Sanctuary', 'Theatre']",22,POINT (7.902356 36.07783),1250,,,,,2290.0,,True,67.0,"['curator', 'artifex', 'curator', 'curator', 'lecticarius', 'scriba', 'faber']",7.0,5.0,2.0,0.0,0.029850746268656716,Madauros (Numidia),"['Managerial', 'Plastic Arts', 'Managerial', 'Managerial', 'Food-Production', 'Education', 'Unclassified']",5,[1 0 0 0 0 0 0 1 1 0 0 3 0 0 0 1 0 0 0],"[0.14285714 0.         0.         0.         0.         0.
 0.         0.14285714 0.14285714 0.         0.         0.42857143
 0.         0.         0.         0.14285714 0.         0.
 0.        ]",0.42857142857142855,3,Managerial,"[2.54695626 0.         0.         0.         0.         0.
 0.         9.22037652 2.95877754 0.         0.         2.04252187
 0.         0.         0.         1.71634714 0.         0.
 0.        ]",9.220376522702104,Plastic Arts,3.769230769230769
1250,Hanson2016_1251,Mascula,Khenchela,Numidia,Algeria,3,34 F2,100,,BNP; Lepelley 1979-1981; PECS.,,,['Municipium'],"['Aqueduct', 'Walls']",2,POINT (7.150025 35.433338),1251,,,,,1000.0,,True,128.0,"['curator', 'curator', 'curator', 'curator']",4.0,1.0,2.0,1.0,0.015625,Mascula (Numidia),"['Managerial', 'Managerial', 'Managerial', 'Managerial']",1,[0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,4,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
1251,Hanson2016_1252,Musti,Henchir Mest,Numidia,Tunisia,3,32 D4,-50,,BNP; Brunt 1971; DGRG; Lepelley 1979-1981; MacMullen 2000; PECS.,2.0,Walls,"['Municipium', 'Rights and privileges']","['Arch', 'Arch', 'Forum', 'Markets', 'Temple of Apollo', 'Temple of Ceres', 'Temple of Fortuna', 'Temple of Juno', 'Temple of Liber Pater and Venus', 'Temple of Nutrix, Frugifer, and Ianus', 'Temple of Pluto', 'Temple of Virtus', 'Walls']",13,POINT (9.143018 36.336294),1252,,,,,1000.0,,True,207.0,"['conditor', 'curator', 'scaenicus', 'curator', 'curator', 'aerarius', 'aerarius', 'aerarius', 'arcarius']",9.0,5.0,8.0,0.0,0.03864734299516908,Musti (Numidia),"['Food-Production', 'Managerial', 'Performing Arts', 'Managerial', 'Managerial', 'Metal-Working', 'Metal-Working', 'Metal-Working', 'Finance']",5,[1 0 3 0 0 0 0 0 0 0 0 3 0 0 1 0 1 0 0],"[0.11111111 0.         0.33333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.33333333
 0.         0.         0.11111111 0.         0.11111111 0.
 0.        ]",0.3333333333333333,3,Metal-Working,"[1.98096598 0.         3.48659966 0.         0.         0.
 0.         0.         0.         0.         0.         1.58862812
 0.         0.         2.45387563 0.         5.53958749 0.
 0.        ]",5.5395874916833,Finance,3.857142857142857
